gender,category,grade_10,grade_12,graduation_score,graduation_type,admission_test_score,work_exp_months,IIM_A,IIM_B,IIM_C,IIM_I,IIM_K,IIM_L
Male,NC_OBC,87.1,78.8,68.8,Engineer,48.69,18,0,0,0,0,0,0
Female,General,92,89,85.3,Engineer,97.38,13,0,0,0,0,1,0
Male,NC_OBC,81.7,87.6,76,Engineer,86.45,23,0,0,0,0,0,0
Male,NC_OBC,87,73.9,53,Engineer,91.13,13,0,0,0,0,0,0
Male,NC_OBC,81.3,82.2,75.4,Engineer,90.63,22,0,0,0,0,0,0
Female,General,93.3,94.9,87.9,Engineer,95.72,13,0,0,0,0,1,0
Male,General,100,97.2,85.4,Engineer,99.84,25,1,1,1,1,1,1
Male,NC_OBC,95,94.4,79.1,Engineer,95.22,23,0,0,0,1,1,0
Male,General,93.2,96.7,80.1,Engineer,97.08,32,0,0,0,0,0,0
Male,General,90,88,65,Non-Engineer,92.08,0,0,0,0,0,0,0
Female,General,95,89,80,Non-Engineer,79.8,0,0,0,0,0,0,0
Female,General,91.8,88.4,68.8,Engineer,64.51,0,0,0,0,0,0,0
Male,General,95,93.4,67.9,Engineer,99.87,25,0,1,1,1,1,1
Male,General,91.2,84.2,70.8,Engineer,95.13,12,0,0,0,0,0,0
Female,NC_OBC,96.4,87,69,Engineer,87.74,0,1,0,0,0,0,0
Female,General,96.8,92.8,88.7,Non-Engineer,79.09,0,0,0,0,0,0,0
Male,NC_OBC,87.3,86.2,69.5,Engineer,93.92,24,0,0,0,0,0,0
Male,General,95,95,89,Engineer,98.98,20,0,1,0,1,0,1
Male,General,92.8,87.3,81.8,Engineer,99.19,12,0,0,0,0,0,0
Male,General,83.6,87.5,81,Engineer,92.57,32,0,1,0,0,0,0
Male,General,95,89.4,86,Engineer,99.52,25,0,1,0,0,0,0
Male,General,95,90.8,78.3,Non-Engineer,96.47,0,0,0,0,0,1,0
Female,General,95,96.6,62,Non-Engineer,88.62,24,0,0,0,0,1,0
Male,General,86.3,85.9,70.1,Non-Engineer,97.22,17,0,0,0,0,1,0
Male,NC_OBC,84,67.1,76.8,Engineer,98.1,18,0,0,0,0,0,1
Female,General,91.2,85.9,90,Non-Engineer,94.34,0,0,0,0,0,0,0
Male,General,95,94.8,69.7,Non-Engineer,99.82,0,0,0,1,1,1,1
Male,General,82.3,84,71.8,Engineer,97.69,0,0,0,0,0,0,0
Female,General,73.7,82.9,78,Non-Engineer,94.86,0,0,0,0,0,0,0
Male,General,90.3,92.2,79.3,Engineer,94.38,25,0,0,0,0,0,0
Male,General,93.4,86.5,82.8,Engineer,87.16,25,0,0,0,0,0,0
Male,General,81.7,83.8,71.6,Engineer,93.61,0,0,0,0,0,0,0
Male,NC_OBC,83.5,73.1,81.2,Engineer,81.88,11,0,0,0,0,0,0
Male,General,91.2,95.6,95.3,Engineer,98.56,23,0,0,0,0,0,0
Male,General,86.1,85.5,71.5,Engineer,60.88,45,0,0,0,0,0,0
Male,General,84.7,72.5,82.5,Engineer,96.11,0,0,0,0,0,0,0
Male,General,79.8,89,74.5,Engineer,83.22,1,0,0,0,0,0,0
Male,NC_OBC,79.8,96.8,72,Non-Engineer,88.65,0,0,0,0,0,0,0
Female,General,89.2,83.6,88.6,Engineer,93.73,0,0,0,0,0,0,0
Male,EWS,85.3,74.2,81.7,Engineer,95.66,0,1,0,0,0,0,1
Male,EWS,79,77.5,67.8,Engineer,94.45,0,0,0,0,0,0,0
Female,General,95,88.9,87.8,Engineer,92.56,0,0,0,0,0,0,0
Male,General,88.3,88.5,85.8,Non-Engineer,91.62,0,1,0,0,0,0,0
Male,EWS,80,70.5,69.8,Engineer,98.62,0,0,0,0,0,0,1
Male,EWS,80.7,79.2,75.7,Engineer,91.12,0,0,0,0,0,0,0
Male,General,95,87.5,78.1,Engineer,86.03,0,0,0,0,0,0,0
Male,General,86.7,86.9,91.1,Engineer,97.04,20,0,0,0,0,0,0
Male,General,95,95.6,84.7,Engineer,99.07,16,0,0,0,1,0,0
Male,SC,88,84.3,81.1,Engineer,92.76,16,0,1,0,0,0,1
Male,General,90,92,92,Engineer,98.2,16,0,0,0,0,0,0
Male,General,79.3,85.6,74.1,Non-Engineer,99.31,0,0,0,1,1,0,0
Male,General,78,88.2,69.5,Non-Engineer,97.15,0,0,0,0,0,0,0
Female,NC_OBC,90,91.2,73.2,Engineer,41.56,20,0,0,0,0,0,0
Male,General,95,92,79.6,Engineer,81.25,25,0,0,0,0,0,0
Male,General,95,82.8,75.8,Engineer,95.04,13,0,0,0,0,0,0
Female,General,95,92.4,82.6,Engineer,99.08,23,0,1,1,1,1,0
Male,General,90.4,88.2,72.6,Engineer,97.32,25,0,0,0,0,0,0
Female,General,90,83.2,90.9,Engineer,99.69,0,0,0,1,1,1,1
Male,General,91.3,89.8,86.8,Engineer,93.21,0,0,0,0,0,0,0
Male,General,95,92.2,75.1,Engineer,96.17,25,0,0,0,0,0,1
Male,General,90.2,92,73.5,Engineer,96.78,28,0,0,0,0,0,0
Male,General,89,81.5,74.3,Engineer,76.13,43,0,0,0,0,0,0
Female,General,91.8,88.8,76.5,Non-Engineer,91.67,0,0,0,0,0,0,0
Female,NC_OBC,100,87.7,75.4,Engineer,95.58,24,0,1,1,1,1,1
Male,General,85.1,79.7,71.1,Engineer,97.05,25,0,0,0,0,0,0
Male,NC_OBC,92.4,89.8,64.6,Engineer,93.94,0,0,0,0,0,0,0
Male,General,80,85,70,Engineer,93.04,20,0,0,0,0,0,0
Male,General,83.2,80.4,72.8,Engineer,93.69,0,0,0,0,0,0,0
Male,General,87.4,81,86.7,Engineer,86.75,0,0,0,0,0,0,0
Male,General,89.8,82.6,79.4,Engineer,99.86,4,0,0,1,1,0,0
Male,General,94,85.2,69,Engineer,93.69,0,0,0,0,0,0,0
Male,General,83.8,75.6,72.1,Engineer,93.68,0,0,0,0,0,0,0
Male,EWS,90,83.4,80.2,Engineer,94.62,0,1,0,0,0,0,1
Male,EWS,87.4,88.6,67.3,Engineer,96.76,25,0,0,0,0,1,0
Male,General,62.7,81.2,71.7,Non-Engineer,90.03,0,0,0,0,0,0,0
Female,General,95,93.8,83,Engineer,87.49,12,0,0,0,0,0,0
Male,General,95,92,87.9,Engineer,98.06,25,0,0,0,0,0,0
Female,NC_OBC,93.6,70.2,60.5,Non-Engineer,92.01,0,0,0,0,1,1,1
Female,SC,78.6,93.8,70,Non-Engineer,80.52,0,0,0,1,1,1,0
Male,General,88.2,86,72.1,Engineer,98.77,25,0,0,0,0,0,0
Male,General,90.2,96.3,95.1,Engineer,96.19,24,0,0,0,0,0,0
Male,General,96.7,97,83.1,Engineer,96.42,15,0,0,0,0,0,0
Male,NC_OBC,76,76,74,Non-Engineer,80.76,0,0,0,0,0,0,0
Male,General,89.7,92.3,63.9,Engineer,94.95,32,0,0,0,0,0,0
Male,General,95,94.8,71.2,Engineer,95.18,25,0,0,0,1,0,0
Male,General,93.2,85.2,74.8,Engineer,99.65,24,0,0,1,0,1,1
Female,General,92,92.2,80.7,Engineer,92.29,23,0,0,0,0,0,0
Female,General,94.5,80.8,73.1,Engineer,96.82,10,0,0,0,0,1,0
Male,General,90.3,80.2,84.6,Engineer,87.72,19,0,0,0,0,0,0
Male,General,93.8,78.5,60.6,Engineer,90.45,46,0,0,0,0,0,0
Male,General,85.3,79,61.2,Non-Engineer,91.33,18,0,0,0,0,0,0
Male,General,95,91.2,80.9,Engineer,91.58,25,0,0,0,0,0,0
Female,General,91.6,81.7,78.6,Engineer,92.79,28,0,0,0,0,0,0
Female,General,95,92.6,81.2,Engineer,99.92,25,0,1,1,1,1,1
Female,General,90,94.7,77.5,Non-Engineer,91.37,16,0,0,0,0,0,0
Male,EWS,88,75,75.6,Engineer,83.62,31,0,0,0,0,0,0
Female,General,95,94.4,75.5,Engineer,99.18,0,0,0,1,1,1,1
Male,General,89.3,90.6,62.1,Engineer,94.01,0,0,0,0,0,0,0
Male,General,84.3,86.3,70,Engineer,99.63,0,0,0,1,0,0,0
Male,NC_OBC,87.8,87.2,58.2,Engineer,97.33,0,0,0,0,1,0,0
Female,General,88.5,86.8,69.2,Engineer,92.85,0,0,0,0,0,0,0
Male,NC_OBC,88.7,89,72.4,Engineer,96.38,24,0,0,0,1,1,0
Male,General,83.6,96.6,80.7,Engineer,99.99,37,1,1,0,1,1,1
Male,General,95,95,94.2,Engineer,99.79,0,0,0,0,0,0,0
Male,ST,88,79.2,71.8,Engineer,87.5,38,1,1,1,1,1,1
Male,General,95.4,85.5,78.9,Engineer,99.72,25,1,1,0,1,0,0
Male,General,88.6,90.6,83.2,Engineer,97.29,25,0,0,0,0,0,1
Female,General,93.2,83.7,69.9,Engineer,80.99,48,0,0,0,0,0,0
Male,General,88.7,95.5,73.6,Non-Engineer,96.5,0,0,0,0,0,0,0
Male,General,90.8,91.6,86.6,Engineer,96.18,14,0,0,0,0,0,0
Female,General,95,92.4,89.4,Engineer,96,25,0,1,0,1,1,1
Male,General,95,89.4,89.8,Engineer,95.15,13,0,0,0,0,0,0
Female,General,92,91,89,Non-Engineer,92.36,0,0,1,0,0,0,0
Female,General,95,90,79,Non-Engineer,91.91,0,0,0,0,0,0,0
Male,NC_OBC,80.2,77.6,71.3,Engineer,84.55,26,0,0,0,0,1,0
Female,General,95,88.6,83.1,Engineer,98.48,25,0,0,0,0,0,0
Male,General,95,81,84,Non-Engineer,93.11,0,1,0,0,0,0,0
Male,General,94.6,83.8,87.5,Engineer,97.03,37,0,0,0,0,0,1
Male,General,83.3,75.4,65,Engineer,62.38,33,0,0,0,0,0,0
Female,SC,90.6,88.9,74.5,Non-Engineer,62.33,0,0,0,0,0,0,0
Male,General,81.7,90.2,76.6,Non-Engineer,91.12,0,0,0,0,0,0,0
Female,General,95.8,94.8,78.1,Engineer,97.05,25,0,0,0,1,1,1
Female,General,92.1,97.7,86.5,Engineer,88.09,24,0,0,0,0,1,0
Male,General,85.6,83.8,63.6,Engineer,71.5,0,0,0,0,0,0,0
Male,General,91.2,89.2,64.4,Engineer,95.94,24,0,1,0,0,0,0
Male,General,91.4,82,61,Engineer,94.48,45,0,0,0,0,0,0
Female,General,88,88.8,80.1,Engineer,95.76,0,0,0,0,1,0,0
Male,General,85.2,84.3,72,Engineer,98.21,24,0,0,0,0,0,1
Female,General,95,94.6,88.3,Engineer,96.47,0,0,0,0,0,0,1
Male,General,90.3,93.8,88.5,Engineer,99.84,13,1,1,1,0,1,1
Female,SC,91,78.3,88.2,Engineer,74.36,0,0,0,0,1,1,1
Male,SC,82,85.6,72.3,Engineer,82.32,36,0,0,0,1,1,1
Male,General,95.8,92,77.1,Non-Engineer,97.92,4,0,0,0,0,1,0
Male,General,87.4,81.6,80.7,Engineer,99.98,24,1,0,0,0,0,0
Male,EWS,89.6,82,78,Engineer,96.09,28,0,1,0,1,0,1
Male,General,95.4,91,67.1,Non-Engineer,99.88,4,1,0,1,1,1,0
Male,SC,82.8,66.8,72.8,Engineer,92.83,30,0,0,0,0,0,1
Male,General,91.2,84,72.3,Engineer,59.58,13,0,0,0,0,0,0
Male,ST,79.7,65.1,71.4,Non-Engineer,78.2,2,1,0,1,1,1,1
Male,General,80.2,67.5,73.9,Engineer,55.54,0,0,0,0,0,0,0
Female,General,89.3,81,70.8,Engineer,92.05,0,0,0,0,0,0,0
Female,General,87.4,91,86.6,Non-Engineer,96.44,1,1,1,0,0,0,0
Female,General,95,96.6,92.4,Non-Engineer,92.36,0,0,1,0,0,0,0
Male,General,95,95.3,89.4,Engineer,99.51,14,0,1,0,1,0,1
Male,General,93.7,97.6,73.5,Engineer,97.08,36,0,0,0,0,0,0
Male,General,96.7,98,74.8,Engineer,99.35,23,0,0,0,0,0,1
Female,General,90.8,86.5,58,Non-Engineer,91.37,0,0,0,0,0,0,0
Male,General,100,89,72.1,Engineer,95.63,25,0,0,0,1,0,0
Female,SC,81.6,77.2,75.6,Engineer,62.9,0,0,0,0,0,0,0
Male,General,95,94,78.7,Engineer,98.98,24,0,0,0,1,0,1
Female,General,95,95,85,Engineer,96.29,18,0,0,0,1,0,1
Male,NC_OBC,79.7,73.6,57.4,Non-Engineer,81.86,0,0,0,0,0,0,0
Male,NC_OBC,91.2,76.6,64.3,Engineer,72.4,14,0,0,0,0,0,0
Male,EWS,90,74,57,Engineer,98.66,0,0,1,0,1,0,0
Male,General,83.8,83.9,62.9,Non-Engineer,95.24,0,0,0,0,0,0,0
Male,NC_OBC,87.4,88,56.8,Engineer,85.15,0,0,0,0,0,0,0
Male,General,91,91.2,82.2,Engineer,89.47,0,0,0,0,0,0,0
Female,General,89.4,92.8,73.7,Non-Engineer,92.05,13,0,0,0,0,0,0
Female,General,96,97.3,92.9,Engineer,99.39,25,1,1,1,1,1,1
Male,NC_OBC,92.6,72.9,65.3,Engineer,96.3,0,0,0,0,0,0,0
Female,General,95,94.6,91.4,Engineer,97.31,37,0,1,0,1,0,1
Male,General,95,94.2,92.1,Engineer,99.21,37,1,1,0,1,0,1
Female,General,95,94.5,91.2,Engineer,99.16,25,1,1,0,1,1,1
Female,General,88.7,95.6,81.3,Non-Engineer,95.6,0,1,0,0,0,1,0
Male,EWS,83.5,68.5,86.1,Non-Engineer,79.39,24,0,0,0,0,0,0
Male,General,90.3,94.7,84.7,Non-Engineer,99.85,0,0,0,0,1,0,0
Male,General,89.2,67.5,67.9,Engineer,98.69,10,0,0,0,0,0,0
Male,General,90,88.7,82.7,Engineer,98.69,14,0,0,0,0,0,0
Male,General,94,94.6,70.8,Engineer,96.22,25,0,0,0,1,0,0
Male,General,95,91.6,85.9,Engineer,98.98,35,0,0,0,0,0,0
Male,General,83.6,70.6,71.1,Engineer,95.53,24,0,0,0,0,0,0
Male,General,95,91.9,84.9,Non-Engineer,94.72,3,0,0,0,1,0,0
Female,General,99,98,83,Non-Engineer,93.56,12,0,0,0,0,1,0
Male,General,83.6,72.6,83.7,Engineer,98.6,0,0,0,0,0,0,0
Male,General,80,85,85,Non-Engineer,96.98,0,0,0,0,0,0,0
Male,NC_OBC,95,71.6,87.2,Engineer,91.37,23,0,1,0,1,0,0
Female,General,95,80.5,82.7,Non-Engineer,96.93,0,0,0,0,0,0,0
Male,NC_OBC,89.4,80.8,76.3,Engineer,99.87,11,0,0,0,0,1,0
Male,General,95,93,73.8,Engineer,99.94,0,0,0,1,1,1,0
Male,General,88,88.8,67.9,Non-Engineer,97.42,0,0,0,0,1,1,0
Female,General,86,63.4,76,Non-Engineer,85.6,10,0,0,0,0,0,0
Female,General,85.7,72,78,Engineer,84.18,0,0,0,0,0,0,0
Female,General,95,90.2,90.6,Engineer,93.28,0,0,0,0,0,0,0
Male,General,95,86.5,78.4,Engineer,99.64,8,0,0,0,0,0,0
Female,NC_OBC,95.2,95.8,80.9,Non-Engineer,94.63,0,1,1,1,1,1,0
Male,General,85.5,77.8,84.2,Non-Engineer,84.83,0,0,0,0,0,0,0
Male,NC_OBC,88,89.2,69,Engineer,80.59,31,0,0,0,0,0,0
Female,General,89.3,94.8,71.5,Non-Engineer,94.06,0,0,0,0,1,1,0
Male,General,89.7,75.2,73,Engineer,92.49,0,0,0,0,0,0,0
Male,General,91.2,91.4,88.7,Non-Engineer,92.31,12,0,0,0,0,0,0
Male,General,91.2,91,65,Non-Engineer,95.94,0,0,0,0,0,0,0
Female,General,92.7,83.7,93.6,Non-Engineer,87.94,0,0,0,0,0,0,0
Male,NC_OBC,88,70.6,60.8,Engineer,86.89,14,0,0,0,0,0,0
Male,General,85.6,77.4,74.8,Engineer,92.03,25,0,0,0,0,0,0
Male,General,95,89,78.6,Non-Engineer,85.57,0,0,0,0,0,0,0
Male,NC_OBC,78.9,81.6,59.8,Non-Engineer,85.81,0,0,0,0,0,0,0
Female,General,95,98.1,81.5,Engineer,98.8,0,0,0,0,1,1,1
Female,SC,86.5,71.5,66.8,Non-Engineer,74.2,0,0,0,0,0,0,0
Female,NC_OBC,85.5,93.1,83.2,Non-Engineer,86.13,15,1,0,0,0,1,0
Male,General,89.5,82.3,81.5,Non-Engineer,93.89,0,0,0,0,0,0,0
Male,General,93.5,86.9,78.4,Engineer,98.57,7,0,0,0,0,0,0
Male,General,95,91,82.4,Engineer,97.09,19,0,0,0,0,0,0
Female,NC_OBC,100,95.1,77.7,Engineer,87.61,0,0,0,0,1,1,1
Female,General,95,93,72.7,Non-Engineer,91.05,24,0,0,0,0,1,0
Female,SC,80.2,75.4,70,Non-Engineer,64.57,0,0,0,0,0,0,0
Male,General,85.5,61.8,60,Engineer,85.04,0,0,0,0,0,0,0
Male,General,95,96.8,92.1,Engineer,98.42,24,0,0,0,0,0,0
Male,General,82.8,85,69.3,Engineer,93.91,0,0,0,0,0,0,0
Male,General,78.5,88,67,Non-Engineer,98.36,0,0,0,0,0,0,0
Male,General,95,95.4,85.7,Engineer,99.78,8,1,1,1,1,1,1
Female,General,90.9,74.7,79,Engineer,93.25,0,0,0,0,0,0,0
Female,General,91.2,78.2,87.4,Engineer,88.39,0,0,0,0,0,0,0
Male,NC_OBC,95,89.2,71.1,Engineer,79.97,0,0,0,0,0,0,0
Male,General,89.3,89,87.5,Engineer,98.21,37,0,0,0,0,0,0
Female,General,87.4,90.3,83.4,Non-Engineer,92.27,12,0,0,0,0,0,0
Male,General,87,82.6,71.6,Engineer,99.84,15,0,0,1,0,0,0
Male,General,95,83.7,78.4,Engineer,98.69,13,0,0,0,0,0,0
Male,General,73.7,73.2,70,Non-Engineer,86.36,26,0,0,0,0,0,0
Female,General,90.3,93.8,66,Non-Engineer,94.57,1,0,0,0,0,0,0
Male,General,94,79,79,Engineer,93.67,0,0,0,0,0,0,0
Male,ST,82.2,69.1,63.8,Engineer,71.77,0,0,0,0,0,0,0
Female,General,95,94.4,89.2,Engineer,98.68,0,0,0,0,1,0,0
Male,General,93.7,95.6,81.1,Engineer,99.86,0,1,0,1,1,0,1
Male,General,95,81.6,77.5,Engineer,95.16,14,0,1,0,0,0,0
Female,General,95,83.8,83.4,Engineer,83.06,0,0,0,0,0,0,0
Male,General,77.9,92.8,77.7,Non-Engineer,83.72,0,0,0,0,0,0,0
Female,General,94.4,91.8,83.8,Non-Engineer,89.69,0,1,0,0,0,0,0
Female,General,95,92,94.4,Engineer,96.73,21,0,1,0,1,1,1
Male,NC_OBC,85.5,93.7,79.9,Engineer,97.07,11,0,0,0,0,0,1
Female,General,91.2,90.8,100,Engineer,80.13,32,0,0,0,0,0,0
Male,General,90.8,92.7,85.6,Engineer,27.99,0,0,0,0,0,0,0
Female,General,93.1,69.1,73.7,Engineer,91.33,0,0,0,0,0,0,0
Male,General,91.2,90,77.6,Engineer,93.03,24,0,0,0,0,0,1
Male,General,82,86,80,Non-Engineer,87,0,0,0,0,0,0,0
Male,SC,69.2,60,58.4,Engineer,51.32,5,0,0,0,0,0,0
Male,General,87.4,93.4,90.9,Engineer,99.27,0,0,0,0,0,0,0
Male,NC_OBC,92.3,98,71.7,Engineer,96.55,37,1,0,0,0,0,1
Female,ST,85.8,68.5,67.6,Engineer,40.89,0,0,0,0,0,0,0
Male,General,93.2,90.8,80,Non-Engineer,97.27,12,1,0,0,1,1,0
Male,General,83.6,91,87.7,Engineer,97.14,12,0,0,0,0,0,0
Male,NC_OBC,96,97.3,79.7,Engineer,81.78,26,0,0,0,0,0,0
Male,General,62.7,95.7,74.7,Engineer,93.8,0,0,0,0,0,0,0
Male,General,95,89.8,79.7,Engineer,98.3,25,0,0,0,0,0,0
Male,General,95.1,95,83.6,Engineer,98.54,25,0,1,0,0,0,0
Male,General,95,90,76.2,Engineer,87.2,21,0,0,0,0,0,0
Female,General,93.1,92.8,71.3,Non-Engineer,92.81,0,0,0,0,0,1,0
Male,General,83.6,90.8,76.2,Engineer,99.72,13,0,0,0,0,0,0
Male,NC_OBC,96,92.2,71.8,Engineer,97.56,25,0,1,1,1,1,1
Male,General,93.3,90.4,72.3,Engineer,96.79,26,0,0,0,0,0,0
Male,General,94,87.2,69.4,Engineer,94.31,19,0,0,0,0,0,0
Male,NC_OBC,86,85.1,77.6,Engineer,83.37,21,0,0,0,0,0,0
Female,General,93.2,93.2,70.4,Engineer,93.11,11,0,0,0,0,1,0
Male,NC_OBC,91.1,76.8,59.5,Engineer,91.69,0,0,0,0,0,0,0
Male,General,70.6,74.4,78,Non-Engineer,99.13,0,0,0,0,0,0,0
Male,General,95,78.8,75.8,Non-Engineer,97.73,0,0,0,0,0,0,0
Male,General,95,87,84.1,Non-Engineer,90.87,0,0,0,0,0,0,0
Male,NC_OBC,93.5,94.4,73.2,Non-Engineer,92.69,0,0,0,0,0,1,0
Male,General,92.6,78,59,Engineer,93.54,0,0,0,0,0,0,0
Male,General,91.5,86.2,87.1,Engineer,99.85,15,0,0,1,1,1,0
Female,General,82.8,75,68.2,Engineer,95.73,0,0,0,0,0,0,0
Female,General,95,87.6,88,Engineer,98.58,0,0,0,0,0,1,0
Male,General,95,95.4,77,Non-Engineer,92.85,0,0,0,0,0,0,0
Female,General,94.7,90.8,93.4,Engineer,97.81,38,0,1,0,1,1,0
Male,General,88,83,75,Engineer,91.08,24,0,0,0,0,0,0
Male,General,95,86.6,87.9,Engineer,96.54,12,0,0,0,0,0,0
Male,SC,89.9,72.9,64.9,Engineer,56.46,0,0,0,0,0,0,0
Male,General,89.3,93.8,64.1,Non-Engineer,97.69,0,0,0,0,0,0,0
Male,General,83.6,84.8,58.4,Engineer,91.59,0,0,0,0,0,0,0
Male,ST,89,68.9,52,Engineer,48.94,0,0,0,0,0,0,0
Male,General,79,74.2,59,Engineer,93.11,0,0,0,0,0,0,0
Male,General,87.4,88.6,70.2,Engineer,97.74,0,0,0,0,0,0,0
Male,General,71.3,93.2,76,Non-Engineer,84.6,0,0,0,0,0,0,0
Male,ST,76.3,60.9,59.3,Non-Engineer,60.16,0,0,0,0,0,0,0
Male,General,92.8,92.2,74.6,Non-Engineer,97.62,16,1,0,0,0,0,0
Female,General,83.6,62.8,67.6,Non-Engineer,79.05,0,0,0,0,0,0,0
Male,General,91.8,79.8,71.7,Engineer,91.23,36,0,1,0,0,0,0
Male,NC_OBC,95,93.4,89.2,Engineer,93.98,0,0,1,0,1,0,1
Male,General,93.1,92.8,70.6,Non-Engineer,96.51,0,0,0,0,0,0,0
Male,General,91.3,89.8,87.9,Engineer,98.33,25,0,0,0,0,0,0
Female,General,95,95,85.3,Engineer,95.67,0,0,0,0,0,0,0
Female,NC_OBC,98.4,98.3,91,Engineer,82.77,0,0,0,0,0,1,0
Male,General,91.2,83.6,86.8,Engineer,92.83,20,0,0,0,0,0,0
Male,General,88,86.2,71.2,Non-Engineer,98,22,1,0,0,0,1,1
Male,General,76,89.8,70,Non-Engineer,98.11,0,0,0,0,0,0,0
Female,NC_OBC,99.4,98.2,76.4,Engineer,90.53,0,0,0,0,0,1,0
Female,General,70.3,82,74.2,Engineer,93.65,32,0,0,0,0,0,0
Male,ST,89.3,72.8,52.8,Engineer,95.04,37,1,0,0,0,0,1
Male,SC,74.2,75.7,64.1,Non-Engineer,56.19,6,0,0,0,0,0,0
Male,SC,93,80.2,66.4,Engineer,96.4,0,0,0,0,0,0,1
Male,ST,93.2,74,70,Engineer,93.52,0,0,1,1,1,1,1
Female,General,90.4,76.5,60.4,Engineer,90.48,12,0,0,0,0,0,0
Male,General,83.6,85.8,70.2,Non-Engineer,95.65,0,0,0,0,0,0,0
Male,General,82.3,90,87.8,Engineer,99.74,0,0,0,0,1,0,0
Male,General,95,91.4,87.7,Engineer,98.83,27,0,1,0,0,0,0
Male,General,95,88.2,71.4,Engineer,93.16,25,0,0,0,0,0,0
Female,General,95,96,80,Engineer,93.24,25,0,0,0,0,0,0
Female,General,91.2,88.2,80,Non-Engineer,83.04,6,0,0,0,0,0,0
Male,NC_OBC,95,95.6,75.6,Engineer,99.68,13,1,0,0,0,1,0
Female,General,97.5,89.9,89.6,Non-Engineer,97.79,0,0,1,0,1,1,1
Male,NC_OBC,97,98.5,82.5,Engineer,95.64,27,1,1,0,1,1,0
Female,General,95,84.6,70,Non-Engineer,85.58,0,0,0,0,0,0,0
Female,General,70.3,68.2,63.4,Engineer,79.42,0,0,0,0,0,0,0
Male,General,92.5,92.3,87.4,Engineer,97.3,0,0,1,0,1,0,1
Male,NC_OBC,94.7,87.9,83.8,Engineer,91.57,25,0,1,0,1,1,0
Female,General,89.3,88.2,61.4,Non-Engineer,98.72,5,0,0,0,0,1,0
Male,ST,94,90,75.1,Engineer,77.48,0,0,1,0,0,1,1
Female,General,86.4,84.3,78.9,Engineer,75.7,0,0,0,0,0,0,0
Male,General,91.2,86,71.1,Engineer,99.09,0,0,0,0,0,0,0
Male,SC,84,83.5,67.2,Engineer,57.51,0,0,0,0,0,0,0
Male,General,90,77,63,Engineer,92.48,31,0,0,0,0,0,0
Male,General,78.3,84.5,79.4,Engineer,78.56,38,0,0,0,0,0,0
Male,General,88.3,83.8,71.3,Engineer,95.72,35,0,0,0,0,0,0
Male,General,95,96.3,87.3,Engineer,99.54,26,1,1,0,1,0,1
Male,General,95,90,88.7,Engineer,81.12,25,0,0,0,0,0,0
Male,General,97,97.9,87.1,Engineer,99.15,14,0,0,0,0,0,1
Male,General,93.1,93.6,83.5,Engineer,99.98,25,1,0,1,0,1,1
Male,General,95,93.8,66.5,Engineer,99.58,25,0,0,0,0,1,0
Male,General,92.2,83.2,80.6,Engineer,74.99,0,0,0,0,0,0,0
Male,SC,81.5,71,60.8,Non-Engineer,86,0,0,0,0,0,0,0
Male,General,92.7,80.9,73,Engineer,84.09,0,0,0,0,0,0,0
Male,General,89.3,72.4,84.3,Engineer,99.26,37,1,1,0,0,1,1
Male,General,95,96,71.3,Non-Engineer,94.93,13,0,0,0,0,0,0
Female,SC,85,83.2,60.3,Non-Engineer,72.78,0,0,0,0,0,0,0
Male,General,91.8,94.3,88.6,Engineer,92.66,26,0,0,0,0,0,0
Male,General,90.7,88.2,66.8,Non-Engineer,96.69,0,0,0,0,0,0,0
Male,General,95,92,83.5,Engineer,99.57,0,0,0,0,1,0,0
Female,General,95,94.2,78.8,Engineer,93.64,0,0,0,0,1,0,0
Male,NC_OBC,94.2,89.7,64.6,Engineer,94.61,0,0,0,0,1,0,1
Male,General,95,86.8,69.2,Engineer,99.59,0,0,1,0,0,0,0
Female,General,85.6,85.2,74.3,Engineer,95.82,14,0,0,0,0,0,0
Female,General,95.5,90.3,68,Non-Engineer,97.07,8,1,0,0,1,1,1
Male,General,95,88,66.9,Engineer,97.34,0,0,0,0,0,0,0
Male,General,95,94.2,78.2,Engineer,99.59,12,0,0,0,0,0,0
Male,General,81.2,84.3,72.1,Engineer,99.76,15,0,0,1,0,0,1
Male,General,79.8,81.8,88.8,Engineer,94.47,13,0,0,0,0,0,0
Female,General,89.7,73.4,93,Engineer,54.78,12,0,0,0,0,0,0
Female,General,95.5,92.6,77.2,Non-Engineer,94.2,10,0,0,0,0,1,0
Male,NC_OBC,95,95.6,74.9,Engineer,96.42,12,0,0,0,0,1,0
Male,General,88.2,93.9,87,Engineer,99.31,12,0,0,0,1,0,0
Male,NC_OBC,91.5,76.8,61,Non-Engineer,83.46,0,0,0,0,0,0,0
Female,General,93.2,89.6,71,Engineer,99.17,0,0,0,0,0,0,0
Male,NC_OBC,82,63.4,76,Non-Engineer,76.68,0,0,0,0,0,0,0
Female,General,93.1,91.4,82.5,Engineer,98.28,37,0,1,0,0,1,1
Male,NC_OBC,96,90,76.4,Engineer,95.99,13,0,0,0,0,1,0
Male,General,84.7,84.5,70.7,Non-Engineer,93.26,0,0,0,0,0,0,0
Female,NC_OBC,91,93,75,Non-Engineer,99.62,0,1,1,1,1,0,0
Male,General,85.4,71.2,61.4,Engineer,97.04,14,0,0,0,0,0,0
